Mission Date,Count
1973-03-11,558
1973-03-12,687
1973-03-13,705
1973-03-14,819
1973-03-15,707
1973-03-16,810
1973-03-17,886
1973-03-18,824
1973-03-19,785
1973-03-20,868
1973-03-21,877
1973-03-22,928
1973-03-23,881
1973-03-24,885
1973-03-25,787
1973-03-26,820
1973-03-27,823
1973-03-28,845
1973-03-29,762
1973-03-30,842
1973-03-31,837
1973-04-01,726
1973-04-02,723
1973-04-03,783
1973-04-04,720
1973-04-05,756
1973-04-06,803
1973-04-07,826
1973-04-08,816
1973-04-09,791
1973-04-10,802
1973-04-11,760
1973-04-12,706
1973-04-13,757
1973-04-14,860
1973-04-15,769
1973-04-16,890
1973-04-17,829
1973-04-18,790
1973-04-19,787
1973-04-20,793
1973-04-21,785
1973-04-22,824
1973-04-23,874
1973-04-24,890
1973-04-25,853
1973-04-26,829
1973-04-27,839
1973-04-28,860
1973-04-29,811
1973-04-30,899
1973-05-01,810
1973-05-02,819
1973-05-03,822
1973-05-04,857
1973-05-05,803
1973-05-06,816
1973-05-07,897
1973-05-08,893
1973-05-09,895
1973-05-10,807
1973-05-11,894
1973-05-12,878
1973-05-13,812
1973-05-14,840
1973-05-15,945
1973-05-16,878
1973-05-17,886
1973-05-18,876
1973-05-19,884
1973-05-20,900
1973-05-21,771
1973-05-22,879
1973-05-23,790
1973-05-24,828
1973-05-25,871
1973-05-26,891
1973-05-27,789
1973-05-28,826
1973-05-29,846
1973-05-30,844
1973-05-31,862
1973-06-01,830
1973-06-02,840
1973-06-03,803
1973-06-04,824
1973-06-05,818
1973-06-06,818
1973-06-07,804
1973-06-08,854
1973-06-09,795
1973-06-10,856
1973-06-11,801
1973-06-12,818
1973-06-13,837
1973-06-14,834
1973-06-15,828
1973-06-16,755
1973-06-17,692
1973-06-18,732
1973-06-19,767
1973-06-20,800
1973-06-21,790
1973-06-22,754
1973-06-23,747
1973-06-24,705
1973-06-25,772
1973-06-26,710
1973-06-27,778
1973-06-28,787
1973-06-29,788
1973-06-30,829
1973-07-01,801
1973-07-02,799
1973-07-03,759
1973-07-04,756
1973-07-05,743
1973-07-06,712
1973-07-07,609
1973-07-08,635
1973-07-09,702
1973-07-10,774
1973-07-11,772
1973-07-12,711
1973-07-13,829
1973-07-14,824
1973-07-15,703
1973-07-16,749
1973-07-17,768
1973-07-18,763
1973-07-19,809
1973-07-20,832
1973-07-21,731
1973-07-22,723
1973-07-23,763
1973-07-24,819
1973-07-25,818
1973-07-26,793
1973-07-27,847
1973-07-28,851
1973-07-29,770
1973-07-30,814
1973-07-31,816
1973-08-01,775
1973-08-02,762
1973-08-03,786
1973-08-04,824
1973-08-05,799
1973-08-06,864
1973-08-07,924
1973-08-08,807
1973-08-09,858
1973-08-10,854
1973-08-11,807
1973-08-12,706
1973-08-13,813
1973-08-14,820
1973-08-15,557
1973-08-16,169
1973-08-17,226
1973-08-18,274
1973-08-19,284
1973-08-20,381
1973-08-21,344
1973-08-22,330
1973-08-23,323
1973-08-24,357
1973-08-25,292
1973-08-26,220
1973-08-27,351
1973-08-28,312
1973-08-29,343
1973-08-30,353
1973-08-31,332
1973-09-01,283
1973-09-02,295
1973-09-03,389
1973-09-04,356
1973-09-05,374
1973-09-06,347
1973-09-07,330
1973-09-08,279
1973-09-09,271
1973-09-10,368
1973-09-11,309
1973-09-12,353
1973-09-13,341
1973-09-14,298
1973-09-15,307
1973-09-16,251
1973-09-17,321
1973-09-18,337
1973-09-19,366
1973-09-20,343
1973-09-21,339
1973-09-22,335
1973-09-23,275
1973-09-24,315
1973-09-25,357
1973-09-26,308
1973-09-27,339
1973-09-28,343
1973-09-29,313
1973-09-30,309
1973-10-01,318
1973-10-02,338
1973-10-03,323
1973-10-04,346
1973-10-05,335
1973-10-06,246
1973-10-07,178
1973-10-08,170
1973-10-09,218
1973-10-10,304
1973-10-11,359
1973-10-12,346
1973-10-13,329
1973-10-14,294
1973-10-15,326
1973-10-16,293
1973-10-17,337
1973-10-18,340
1973-10-19,300
1973-10-20,318
1973-10-21,272
1973-10-22,339
1973-10-23,337
1973-10-24,319
1973-10-25,323
1973-10-26,331
1973-10-27,288
1973-10-28,265
1973-10-29,339
1973-10-30,330
1973-10-31,345
1973-11-01,281
1973-11-02,330
1973-11-03,297
1973-11-04,296
1973-11-05,254
1973-11-06,290
1973-11-07,281
1973-11-08,319
1973-11-09,314
1973-11-10,263
1973-11-11,189
1973-11-12,177
1973-11-13,267
1973-11-14,325
1973-11-15,267
1973-11-16,223
1973-11-17,221
1973-11-18,245
1973-11-19,269
1973-11-20,292
1973-11-21,291
1973-11-22,265
1973-11-23,308
1973-11-24,290
1973-11-25,284
1973-11-26,342
1973-11-27,343
1973-11-28,337
1973-11-29,359
1973-11-30,335
1973-12-01,283
1973-12-02,241
1973-12-03,320
1973-12-04,311
1973-12-05,322
1973-12-06,381
1973-12-07,355
1973-12-08,327
1973-12-09,268
1973-12-10,358
1973-12-11,336
1973-12-12,350
1973-12-13,333
1973-12-14,329
1973-12-15,316
1973-12-16,259
1973-12-17,323
1973-12-18,331
1973-12-19,300
1973-12-20,333
1973-12-21,353
1973-12-22,301
1973-12-23,281
1973-12-24,290
1973-12-25,239
1973-12-26,300
1973-12-27,315
1973-12-28,344
1973-12-29,307
1973-12-30,261
1973-12-31,268
19730419,1
19730504,1
19730712,1
1974-01-01,267
1974-01-02,342
1974-01-03,353
1974-01-04,329
1974-01-05,320
1974-01-06,272
1974-01-07,345
1974-01-08,349
1974-01-09,342
1974-01-10,338
1974-01-11,378
1974-01-12,331
1974-01-13,287
1974-01-14,362
1974-01-15,338
1974-01-16,362
1974-01-17,358
1974-01-18,374
1974-01-19,306
1974-01-20,286
1974-01-21,355
1974-01-22,325
1974-01-23,273
1974-01-24,292
1974-01-25,287
1974-01-26,286
1974-01-27,269
1974-01-28,350
1974-01-29,351
1974-01-30,380
1974-01-31,377
1974-02-01,387
1974-02-02,345
1974-02-03,302
1974-02-04,370
1974-02-05,370
1974-02-06,356
1974-02-07,347
1974-02-08,368
1974-02-09,351
1974-02-10,299
1974-02-11,326
1974-02-12,358
1974-02-13,394
1974-02-14,378
1974-02-15,362
1974-02-16,351
1974-02-17,292
1974-02-18,353
1974-02-19,355
1974-02-20,384
1974-02-21,393
1974-02-22,370
1974-02-23,344
1974-02-24,275
1974-02-25,362
1974-02-26,352
1974-02-27,372
1974-02-28,357
1974-03-01,365
1974-03-02,352
1974-03-03,277
1974-03-04,363
1974-03-05,375
1974-03-06,385
1974-03-07,376
1974-03-08,382
1974-03-09,341
1974-03-10,333
1974-03-11,371
1974-03-12,374
1974-03-13,340
1974-03-14,366
1974-03-15,373
1974-03-16,330
1974-03-17,306
1974-03-18,350
1974-03-19,355
1974-03-20,349
1974-03-21,352
1974-03-22,350
1974-03-23,349
1974-03-24,273
1974-03-25,373
1974-03-26,311
1974-03-27,333
1974-03-28,376
1974-03-29,349
1974-03-30,356
1974-03-31,291
1974-04-01,354
1974-04-02,321
1974-04-03,371
1974-04-04,363
1974-04-05,371
1974-04-06,304
1974-04-07,286
1974-04-08,332
1974-04-09,338
1974-04-10,363
1974-04-11,358
1974-04-12,358
1974-04-13,347
1974-04-14,290
1974-04-15,326
1974-04-16,364
1974-04-17,361
1974-04-18,380
1974-04-19,369
1974-04-20,332
1974-04-21,277
1974-04-22,340
1974-04-23,380
1974-04-24,344
1974-04-25,368
1974-04-26,353
1974-04-27,317
1974-04-28,272
1974-04-29,348
1974-04-30,353
1974-05-01,323
1974-05-02,350
1974-05-03,351
1974-05-04,359
1974-05-05,286
1974-05-06,315
1974-05-07,360
1974-05-08,391
1974-05-09,359
1974-05-10,370
1974-05-11,356
1974-05-12,304
1974-05-13,340
1974-05-14,340
1974-05-15,345
1974-05-16,345
1974-05-17,342
1974-05-18,272
1974-05-19,298
1974-05-20,333
1974-05-21,336
1974-05-22,348
1974-05-23,369
1974-05-24,338
1974-05-25,337
1974-05-26,244
1974-05-27,288
1974-05-28,326
1974-05-29,337
1974-05-30,292
1974-05-31,311
1974-06-01,314
1974-06-02,250
1974-06-03,312
1974-06-04,323
1974-06-05,325
1974-06-06,317
1974-06-07,336
1974-06-08,295
1974-06-09,250
1974-06-10,327
1974-06-11,337
1974-06-12,316
1974-06-13,293
1974-06-14,301
1974-06-15,277
1974-06-16,284
1974-06-17,334
1974-06-18,319
1974-06-19,310
1974-06-20,308
1974-06-21,331
1974-06-22,312
1974-06-23,251
1974-06-24,328
1974-06-25,305
1974-06-26,323
1974-06-27,333
1974-06-28,321
1974-06-29,301
1974-06-30,231
1974-07-01,305
1974-07-02,319
1974-07-03,320
1974-07-04,283
1974-07-05,339
1974-07-06,301
1974-07-07,232
1974-07-08,311
1974-07-09,332
1974-07-10,326
1974-07-11,298
1974-07-12,318
1974-07-13,272
1974-07-14,255
1974-07-15,359
1974-07-16,341
1974-07-17,301
1974-07-18,369
1974-07-19,311
1974-07-20,330
1974-07-21,272
1974-07-22,328
1974-07-23,344
1974-07-24,362
1974-07-25,345
1974-07-26,325
1974-07-27,335
1974-07-28,264
1974-07-29,329
1974-07-30,313
1974-07-31,293
1974-08-01,331
1974-08-02,335
1974-08-03,349
1974-08-04,266
1974-08-05,305
1974-08-06,291
1974-08-07,307
1974-08-08,306
1974-08-09,339
1974-08-10,344
1974-08-11,265
1974-08-12,283
1974-08-13,250
1974-08-14,254
1974-08-15,266
1974-08-16,293
1974-08-17,298
1974-08-18,268
1974-08-19,331
1974-08-20,314
1974-08-21,329
1974-08-22,334
1974-08-23,344
1974-08-24,301
1974-08-25,246
1974-08-26,304
1974-08-27,313
1974-08-28,324
1974-08-29,302
1974-08-30,302
1974-08-31,303
1974-09-01,140
1974-09-02,156
1974-09-03,182
1974-09-04,204
1974-09-05,225
1974-09-06,212
1974-09-07,157
1974-09-08,152
1974-09-09,215
1974-09-10,221
1974-09-11,217
1974-09-12,218
1974-09-13,209
1974-09-14,214
1974-09-15,149
1974-09-16,218
1974-09-17,219
1974-09-18,240
1974-09-19,220
1974-09-20,249
1974-09-21,196
1974-09-22,164
1974-09-23,181
1974-09-24,204
1974-09-25,229
1974-09-26,205
1974-09-27,251
1974-09-28,218
1974-09-29,165
1974-09-30,205
1974-10-01,248
1974-10-02,245
1974-10-03,244
1974-10-04,261
1974-10-05,210
1974-10-06,134
1974-10-07,185
1974-10-08,219
1974-10-09,237
1974-10-10,225
1974-10-11,225
1974-10-12,170
1974-10-13,134
1974-10-14,194
1974-10-15,251
1974-10-16,213
1974-10-17,198
1974-10-18,193
1974-10-19,211
1974-10-20,146
1974-10-21,185
1974-10-22,200
1974-10-23,209
1974-10-24,229
1974-10-25,250
1974-10-26,201
1974-10-27,153
1974-10-28,189
1974-10-29,209
1974-10-30,224
1974-10-31,213
1974-11-01,202
1974-11-02,189
1974-11-03,157
1974-11-04,162
1974-11-05,222
1974-11-06,203
1974-11-07,229
1974-11-08,228
1974-11-09,227
1974-11-10,176
1974-11-11,242
1974-11-12,230
1974-11-13,251
1974-11-14,225
1974-11-15,192
1974-11-16,155
1974-11-17,157
1974-11-18,211
1974-11-19,230
1974-11-20,250
1974-11-21,241
1974-11-22,234
1974-11-23,233
1974-11-24,156
1974-11-25,241
1974-11-26,239
1974-11-27,229
1974-11-28,202
1974-11-29,217
1974-11-30,205
1974-12-01,175
1974-12-02,238
1974-12-03,243
1974-12-04,251
1974-12-05,260
1974-12-06,258
1974-12-07,248
1974-12-08,199
1974-12-09,267
1974-12-10,230
1974-12-11,229
1974-12-12,204
1974-12-13,202
1974-12-14,190
1974-12-15,188
1974-12-16,213
1974-12-17,232
1974-12-18,218
1974-12-19,123
1974-12-20,205
1974-12-21,213
1974-12-22,173
1974-12-23,223
1974-12-24,121
1974-12-25,147
1974-12-26,188
1974-12-27,232
1974-12-28,190
1974-12-29,184
1974-12-30,231
1974-12-31,20
19740221,1
1975-01-01,187
1975-01-02,250
1975-01-03,238
1975-01-04,213
1975-01-05,179
1975-01-06,243
1975-01-07,236
1975-01-08,264
1975-01-09,268
1975-01-10,270
1975-01-11,239
1975-01-12,208
1975-01-13,252
1975-01-14,295
1975-01-15,271
1975-01-16,271
1975-01-17,259
1975-01-18,220
1975-01-19,198
1975-01-20,261
1975-01-21,263
1975-01-22,270
1975-01-23,260
1975-01-24,274
1975-01-25,259
1975-01-26,220
1975-01-27,248
1975-01-28,253
1975-01-29,246
1975-01-30,243
1975-01-31,265
1975-02-01,235
1975-02-02,210
1975-02-03,254
1975-02-04,257
1975-02-05,300
1975-02-06,282
1975-02-07,268
1975-02-08,274
1975-02-09,205
1975-02-10,230
1975-02-11,184
1975-02-12,198
1975-02-13,232
1975-02-14,256
1975-02-15,230
1975-02-16,196
1975-02-17,235
1975-02-18,232
1975-02-19,238
1975-02-20,238
1975-02-21,244
1975-02-22,223
1975-02-23,192
1975-02-24,229
1975-02-25,261
1975-02-26,277
1975-02-27,269
1975-02-28,242
1975-03-01,246
1975-03-02,210
1975-03-03,269
1975-03-04,273
1975-03-05,272
1975-03-06,276
1975-03-07,291
1975-03-08,267
1975-03-09,222
1975-03-10,300
1975-03-11,304
1975-03-12,273
1975-03-13,275
1975-03-14,307
1975-03-15,243
1975-03-16,212
1975-03-17,243
1975-03-18,252
1975-03-19,246
1975-03-20,251
1975-03-21,261
1975-03-22,221
1975-03-23,204
1975-03-24,232
1975-03-25,243
1975-03-26,241
1975-03-27,217
1975-03-28,234
1975-03-29,206
1975-03-30,188
1975-03-31,184
1975-04-01,205
1975-04-02,204
1975-04-03,206
1975-04-04,207
1975-04-05,185
1975-04-06,185
1975-04-07,193
1975-04-08,218
1975-04-09,213
1975-04-10,217
1975-04-11,183
1975-04-12,161
1975-04-13,135
1975-04-14,171
1975-04-15,169
1975-04-16,178
1975-04-17,167
1975-04-18,144
1975-04-19,161
1975-04-20,150
1975-04-21,149
1975-04-22,142
1975-04-23,29
1975-04-24,32
1975-04-25,35
1975-04-26,31
1975-04-27,30
1975-04-28,34
1975-04-29,204
1975-04-30,66
1975-05-01,30
1975-05-02,33
1975-05-03,22
1975-05-04,17
1975-05-05,40
1975-05-06,39
1975-05-07,36
1975-05-08,35
1975-05-09,31
1975-05-10,20
1975-05-11,16
1975-05-12,36
1975-05-13,87
1975-05-14,127
1975-05-15,192
1975-05-16,22
1975-05-17,28
1975-05-18,12
1975-05-19,27
1975-05-20,31
1975-05-21,27
1975-05-22,29
1975-05-23,33
1975-05-24,17
1975-05-25,11
1975-05-26,10
1975-05-27,24
1975-05-28,37
1975-05-29,28
1975-05-30,29
1975-05-31,23
1975-06-01,14
1975-06-02,32
1975-06-03,33
1975-06-04,19
1975-06-05,30
1975-06-06,32
1975-06-07,20
1975-06-08,15
1975-06-09,39
1975-06-10,38
1975-06-11,35
1975-06-12,37
1975-06-13,32
1975-06-14,18
1975-06-15,11
1975-06-16,34
1975-06-17,35
1975-06-18,35
1975-06-19,29
1975-06-20,30
1975-06-21,23
1975-06-22,17
1975-06-23,24
1975-06-24,29
1975-06-25,28
1975-06-26,25
1975-06-27,30
1975-06-28,22
1975-06-29,15
1975-06-30,17
